,onehotencoder__x0_Cloudy,onehotencoder__x0_Fair,onehotencoder__x0_Fair / Windy,onehotencoder__x0_Light Rain,onehotencoder__x0_Mostly Cloudy,onehotencoder__x0_Mostly Cloudy / Windy,onehotencoder__x0_Partly Cloudy,onehotencoder__x0_Partly Cloudy / Windy,onehotencoder__x0_Rain,onehotencoder__x0_Thunder,onehotencoder__x0_Thunder / Windy,onehotencoder__x0_Thunder in the Vicinity,Temperature_F,Dew_Point_F,Humidity_%,Wind_Speed_mph,Wind_Gust_mph,Pressure_in,Precip_in,Carrier_delay_probabilty,Destination_delay_probabilty,Delaym4h_s,Yesterday_delay_probabilty,DepDelay,Label,Wind_x,Wind_y,DayOfWeek_x,DayOfWeek_y,Month_x,Month_y,Hour_x,Hour_y
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263157894736842,0.8924731182795699,0.91,0.13725490196078433,0.0,0.5049504950495045,0.0,0.3710907297207089,0.3231270358306189,0.07246376811594203,0.0,47.0,1.0,-0.1950903220161282,0.9807852804032304,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263157894736842,0.8924731182795699,0.91,0.13725490196078433,0.0,0.5049504950495045,0.0,0.1862006052601073,0.1956792687993352,0.07246376811594203,0.0,9.0,0.0,-0.1950903220161282,0.9807852804032304,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263157894736842,0.8924731182795699,0.91,0.13725490196078433,0.0,0.5049504950495045,0.0,0.3710907297207089,0.2774460266421681,0.07246376811594203,0.0,-7.0,0.0,-0.1950903220161282,0.9807852804032304,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263157894736842,0.8924731182795699,0.91,0.13725490196078433,0.0,0.5049504950495045,0.0,0.1862006052601073,0.2774460266421681,0.07246376811594203,0.0,-3.0,0.0,-0.1950903220161282,0.9807852804032304,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263157894736842,0.8924731182795699,0.91,0.13725490196078433,0.0,0.5049504950495045,0.0,0.2373157396858419,0.2721134368669817,0.07246376811594203,0.0,2.0,0.0,-0.1950903220161282,0.9807852804032304,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263157894736842,0.8924731182795699,0.91,0.13725490196078433,0.0,0.5049504950495045,0.0,0.3710907297207089,0.2746243739565943,0.014492753623188406,0.0,-9.0,0.0,-0.1950903220161282,0.9807852804032304,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.1877988352900495,0.2516129032258064,0.014492753623188406,0.0,-7.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.3710907297207089,0.2198067632850241,0.014492753623188406,0.0,-8.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.2384439405489145,0.1955117307038422,0.014492753623188406,0.0,-7.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.3710907297207089,0.3598944591029023,0.014492753623188406,0.0,-4.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.1862006052601073,0.1766889383815887,0.014492753623188406,0.0,4.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.1862006052601073,0.2564841498559078,0.014492753623188406,0.0,-5.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.3710907297207089,0.3587830080367394,0.014492753623188406,0.0,16.0,1.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.1862006052601073,0.3587830080367394,0.014492753623188406,0.0,-2.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.3710907297207089,0.3345521023765996,0.014492753623188406,0.0,-8.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.2373157396858419,0.2677238805970149,0.014492753623188406,0.0,-3.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.1862006052601073,0.2677238805970149,0.014492753623188406,0.0,11.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.2373157396858419,0.2378167641325536,0.014492753623188406,0.0,-3.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.3710907297207089,0.1956792687993352,0.014492753623188406,0.0,6.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.2373157396858419,0.1955117307038422,0.014492753623188406,0.0,-1.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.1742063372410562,0.1352074966532797,0.014492753623188406,0.0,-5.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17
21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.1862006052601073,0.2774460266421681,0.014492753623188406,0.125,-6.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063
22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.2373157396858419,0.1956792687993352,0.014492753623188406,0.125,-1.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063
23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.2373157396858419,0.3587830080367394,0.014492753623188406,0.125,-7.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063
24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.2373157396858419,0.2774460266421681,0.014492753623188406,0.125,0.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063
25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,0.913978494623656,0.87,0.23529411764705882,0.0,0.5,0.0,0.093743081465803,0.1945843828715365,0.014492753623188406,0.125,-7.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063
26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684210526315789,0.913978494623656,0.85,0.23529411764705882,0.0,0.5,0.0,0.2373157396858419,0.3598944591029023,0.014492753623188406,0.125,5.0,0.0,-0.3826834323650897,0.9238795325112867,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063
